3940.91774 -0.35816 0.55420
3940.93089 0.81160 0.57403
3940.94404 1.31642 0.58846
3940.95719 0.65374 0.58337
3940.97034 0.51134 0.56305
3940.98349 0.85536 0.55284
3940.99663 0.69622 0.54618
3941.00978 0.96142 0.53893
3941.02293 0.25676 0.54217
3941.03608 -0.61400 0.55532
3941.04923 1.01136 0.55329
3941.06238 1.89382 0.55634
3941.07553 0.89968 0.56670
3941.08868 0.04185 0.56834
3941.10183 1.23728 0.58041
3941.11498 0.19416 0.56148
3941.12813 -0.54846 0.54091
3941.14128 0.62762 0.54019
3941.15442 0.20760 0.53786
3941.16757 0.57387 0.54685
3941.18072 1.07125 0.56013
3941.19387 1.95580 0.56281
3941.20702 1.75595 0.56243
3941.22017 1.38796 0.56241
3941.23332 1.52965 0.55552
3941.24647 1.00017 0.54750
3941.25962 0.77149 0.55219
3941.27277 0.71686 0.56250
3941.28592 0.83257 0.55778
3941.29907 0.67648 0.54651
3941.31222 0.56139 0.53468
3941.32537 -0.16176 0.53848
3941.33852 0.98484 0.54233
3941.35167 1.22822 0.53928
3941.36482 0.38310 0.52884
3941.37797 -0.20369 0.52906
3941.39112 0.62652 0.54224
3941.40427 0.99757 0.54748
3941.41742 0.62732 0.53800
3941.43057 1.32892 0.54162
3941.44372 1.27866 0.54483
3941.45687 0.70934 0.53140
3941.47002 1.35629 0.53496
3941.48317 0.84594 0.53767
3941.49633 0.02559 0.53603
3941.50948 1.96037 0.53983
3941.52263 1.53727 0.53397
3941.53578 -0.22271 0.52577
3941.54893 1.29881 0.53229
3941.56208 1.73363 0.53623
3941.57523 0.37554 0.53559
3941.58838 0.48472 0.54152
3941.60153 0.43803 0.53058
3941.61468 1.12858 0.51531
3941.62783 1.38941 0.52015
3941.64098 1.08344 0.52713
3941.65414 0.96551 0.53343
3941.66729 1.61098 0.53383
3941.68044 0.35375 0.52883
3941.69359 0.60797 0.53040
3941.70674 1.94527 0.53814
3941.71989 1.99300 0.54009
3941.73304 1.82990 0.53591
3941.74619 1.49683 0.53788
3941.75935 1.67509 0.53096
3941.77250 1.03001 0.51480
