3779.41812 0.99455 0.01033
3779.44374 0.98858 0.01047
3779.46936 0.96323 0.01088
3779.49498 0.99660 0.01051
3779.52061 1.03155 0.01019
3779.54623 1.02768 0.01041
3779.57185 0.99122 0.01045
3779.59748 0.99547 0.01035
3779.62310 1.00784 0.01095
3779.64872 0.99973 0.01035
3779.67434 0.97256 0.01097
3779.69997 1.00964 0.01039
3779.72559 1.03253 0.01049
3779.75121 1.01258 0.01068
3779.77683 1.00644 0.01038
3779.80246 1.00652 0.01016
3779.82808 1.00658 0.01012
3779.85370 0.98849 0.01055
3779.87933 0.98570 0.01021
3779.90495 0.99428 0.01057
3779.93057 1.01420 0.01084
3779.95619 0.99069 0.01065
3779.98182 1.02866 0.01108
3780.00744 0.99982 0.01076
3780.03306 1.01360 0.01046
3780.05868 1.01900 0.01071
3780.08431 1.01577 0.01100
3780.10993 1.03001 0.01038
3780.13555 1.02740 0.01032
3780.16117 0.99577 0.01072
3780.18680 1.01781 0.01042
3780.21242 1.01213 0.01080
3780.23804 1.00757 0.01081
3780.26367 1.04047 0.01059
3780.28929 1.01613 0.01131
3780.31491 1.00414 0.01107
3780.34053 0.99681 0.01007
3780.36616 1.01506 0.01018
3780.39178 1.01244 0.01097
3780.41740 1.01998 0.01085
3780.44302 1.03786 0.01127
3780.46865 0.99266 0.01101
3780.49427 0.98037 0.01241
3780.51989 1.02766 0.01121
3780.54551 1.02085 0.01083
3780.57114 0.97775 0.01056
3780.59676 0.99210 0.01093
3780.62238 1.01009 0.01054
3780.64801 1.00242 0.01056
3780.67363 1.00089 0.01027
3780.69925 1.01442 0.01060
3780.72487 1.03291 0.01050
3780.75050 1.02576 0.01059
3780.77612 0.99053 0.01103
3780.80174 1.00094 0.01110
3780.82736 1.01077 0.01149
3780.85299 1.03302 0.01084
3780.87861 1.00860 0.01097
3780.90423 1.01835 0.01079
3780.92985 1.01413 0.01078
3780.95548 0.98455 0.01085
3780.98110 0.96559 0.01129
3781.00672 0.97690 0.01103
3781.03235 0.96766 0.01120
3781.05797 0.93719 0.01080
3781.08359 0.94102 0.01103
3781.10921 0.94369 0.01086
3781.13484 0.96567 0.01094
3781.16046 0.96808 0.01036
3781.18608 0.96698 0.01085
3781.21170 0.94714 0.01140
3781.23733 0.94125 0.01140
3781.26295 0.97891 0.01071
3781.28857 0.93571 0.01040
3781.31419 0.92041 0.01026
3781.33982 0.92593 0.01090
3781.36544 0.87067 0.01081
3781.39106 0.85812 0.00994
3781.41669 0.80583 0.00975
3781.44231 0.71965 0.01004
3781.46793 0.57385 0.00881
3781.49355 0.46092 0.00780
3781.51918 0.45718 0.00785
3781.54480 0.51107 0.00811
3781.57042 0.65842 0.00917
3781.59604 0.80151 0.00967
3781.62167 0.88471 0.01006
3781.64729 0.89883 0.01032
3781.67291 0.88041 0.01030
3781.69854 0.90156 0.01008
3781.72416 0.89968 0.01033
3781.74978 0.92598 0.01130
3781.77540 0.93896 0.01137
3781.80103 0.92482 0.01077
3781.82665 0.93083 0.01075
3781.85227 0.88461 0.01061
3781.87789 0.84707 0.00986
3781.90352 0.79411 0.00961
3781.92914 0.71897 0.00945
3781.95476 0.65541 0.00896
3781.98038 0.56642 0.00927
3782.00601 0.40250 0.00776
3782.03163 0.23002 0.00655
3782.05725 0.14879 0.00572
3782.08288 0.14387 0.00546
3782.10850 0.18336 0.00611
3782.13412 0.25197 0.00640
3782.15974 0.33384 0.00689
3782.18537 0.41671 0.00797
3782.21099 0.50938 0.00886
3782.23661 0.65859 0.00935
3782.26223 0.79408 0.00968
3782.28786 0.88500 0.01003
3782.31348 0.92863 0.01134
3782.33910 0.98980 0.01069
3782.36472 1.00302 0.01071
3782.39035 0.97858 0.01095
3782.41597 0.93333 0.01108
3782.44159 0.92130 0.01011
3782.46722 0.89903 0.01032
3782.49284 0.89673 0.01113
3782.51846 0.95985 0.01101
3782.54408 0.96482 0.01106
3782.56971 0.96613 0.01043
3782.59533 0.96933 0.01078
3782.62095 0.95939 0.01071
3782.64657 0.93794 0.01069
3782.67220 0.94390 0.01144
3782.69782 0.89490 0.01063
3782.72344 0.89470 0.01037
3782.74906 0.89653 0.01037
3782.77469 0.91826 0.01069
3782.80031 0.96263 0.01110
3782.82593 0.97852 0.01069
3782.85156 0.98613 0.01054
3782.87718 1.00668 0.01062
3782.90280 0.99706 0.01114
3782.92842 0.99831 0.01216
3782.95405 1.02251 0.01095
3782.97967 1.01040 0.01057
3783.00529 1.02542 0.01151
3783.03091 0.98886 0.01147
3783.05654 0.97378 0.01163
3783.08216 0.96895 0.01123
3783.10778 0.94133 0.01160
3783.13340 0.93222 0.01133
3783.15903 1.01501 0.01121
3783.18465 0.99079 0.01086
3783.21027 0.98890 0.01086
3783.23590 0.99824 0.01127
3783.26152 0.99021 0.01079
3783.28714 1.00868 0.01126
3783.31276 1.01705 0.01097
3783.33839 0.97736 0.01133
3783.36401 0.95333 0.01133
3783.38963 0.99046 0.01088
3783.41525 0.94839 0.01218
3783.44088 0.97158 0.01224
3783.46650 0.97267 0.01224
3783.49212 0.98907 0.01170
3783.51775 0.97128 0.01196
3783.54337 1.02249 0.01103
3783.56899 1.03552 0.01126
3783.59461 1.01661 0.01138
3783.62024 1.01979 0.01113
3783.64586 1.02883 0.01116
3783.67148 1.02877 0.01090
3783.69710 1.01424 0.01097
3783.72273 1.00708 0.01093
3783.74835 1.01328 0.01084
3783.77397 0.98804 0.01089
3783.79959 0.98389 0.01061
3783.82522 0.98807 0.01065
3783.85084 0.99543 0.01147
3783.87646 1.01107 0.01152
3783.90209 0.98550 0.01084
3783.92771 0.98941 0.01058
3783.95333 1.00829 0.01112
3783.97895 1.02540 0.01152
3784.00458 0.99160 0.01089
3784.03020 0.99124 0.01048
3784.05582 1.00171 0.01048
3784.08144 0.99828 0.01100
3784.10707 0.99858 0.01100
3784.13269 0.97397 0.01138
3784.15831 0.99770 0.01105
3784.18393 1.01328 0.01110
3784.20956 0.99491 0.01103
3784.23518 0.95890 0.01043
3784.26080 0.98435 0.01030
3784.28643 0.99103 0.01076
3784.31205 1.00116 0.01082
3784.33767 1.00236 0.01058
3784.36329 0.99100 0.01056
3784.38892 1.00502 0.01074
3784.41454 1.04193 0.01127
3784.44016 1.03185 0.01113
3784.46578 1.00655 0.01102
3784.49141 0.97066 0.01077
3784.51703 0.96168 0.01101
3784.54265 0.96136 0.01069
3784.56827 0.94015 0.01105
3784.59390 0.95216 0.01077
3784.61952 0.99056 0.01067
3784.64514 1.01258 0.01094
3784.67077 1.01357 0.01076
3784.69639 1.01342 0.01139
3784.72201 1.00119 0.01107
3784.74763 1.00601 0.01056
3784.77326 1.00895 0.01059
3784.79888 0.99182 0.01126
3784.82450 1.00018 0.01143
3784.85012 0.99549 0.01145
3784.87575 1.01462 0.01187
3784.90137 1.00287 0.01077
3784.92699 1.01970 0.01098
3784.95262 1.01752 0.01081
3784.97824 1.00698 0.01105
3785.00386 0.99737 0.01122
3785.02948 0.99941 0.01101
3785.05511 0.99180 0.01072
3785.08073 0.99667 0.01077
3785.10635 1.03063 0.01159
3785.13197 1.04600 0.01234
3785.15760 1.01492 0.01096
3785.18322 0.99951 0.01101
3785.20884 0.98775 0.01074
3785.23446 0.97289 0.01077
3785.26009 0.97539 0.01087
3785.28571 0.98800 0.01109
3785.31133 0.97389 0.01123
3785.33696 0.99307 0.01112
3785.36258 0.99728 0.01117
3785.38820 1.01692 0.01154
3785.41382 0.99380 0.01167
3785.43945 0.98041 0.01188
3785.46507 0.98497 0.01090
3785.49069 0.95690 0.01082
3785.51631 0.99596 0.01048
3785.54194 1.01378 0.01056
3785.56756 1.00827 0.01056
3785.59318 0.97557 0.01124
3785.61880 0.95728 0.01159
3785.64443 0.98699 0.01116
3785.67005 0.98938 0.01083
3785.69567 0.99024 0.01090
